,number,lang,word,mean_freq,matched_word,mean_dash_freq,has_dash,mean_total_freq,corrected_total_freq,about_word,exactly_word,mean_freq_about,mean_freq_exactly,log_freq_about,log_freq_exactly,log_freq,log_freq_uncorrected,arabic_number,mult10,mult7,mult5,mult3,mult2,exp2,exp3,exp5,exp7,exp10,log10
78,79,de,neunundsiebzig,0.03896943639240785,neunundsiebzig,0.0,False,0.03896943639240785,0.03896943639240785,about seventy-nine,exactly seventy-nine,0.0010613550915045883,6.52500194398651e-05,-2.974139292365539,-4.1854193546007945,-1.4092758752808858,-1.4092758752808858,,0,0,0,0,0,0,0,0,0,0,1.8976270912904414
79,80,de,achtzig,2.1817765659137627,achtzig,0.0,False,2.1817765659137627,2.1817765659137627,about eighty,exactly eighty,0.2428746779291852,0.0021498688341541686,-0.6146177623002224,-2.667588036056841,0.3388102727604561,0.3388102727604561,,1,0,1,0,1,4,0,1,0,1,1.9030899869919435
80,81,de,einundachtzig,0.05428137813744209,einundachtzig,0.0,False,0.05428137813744209,0.05428137813744209,about eighty-one,exactly eighty-one,0.0010886540062672943,7.871820706166679e-05,-2.9631101248764753,-4.103924806244552,-1.2653491346694759,-1.2653491346694759,,0,0,0,1,0,0,4,0,0,0,1.9084850188786497
81,82,de,zweiundachtzig,0.05563416610187892,zweiundachtzig,0.0,False,0.05563416610187892,0.05563416610187892,about eighty-two,exactly eighty-two,0.0023081466106603167,4.6358891194818536e-05,-2.6367366087838406,-4.333866959976142,-1.2546584171882191,-1.2546584171882191,,0,0,0,0,1,1,0,0,0,0,1.9138138523837167
82,83,de,dreiundachtzig,0.05982312308273162,dreiundachtzig,0.0,False,0.05982312308273162,0.05982312308273162,about eighty-three,exactly eighty-three,0.0016628470702780688,7.791472981505725e-05,-2.779147690400672,-4.108380430996556,-1.2231309182489958,-1.2231309182489958,,0,0,0,0,0,0,0,0,0,0,1.919078092376074
83,84,de,vierundachtzig,0.06526151255133854,vierundachtzig,0.0,False,0.06526151255133854,0.06526151255133854,about eighty-four,exactly eighty-four,0.0025589159505942376,8.90494966028526e-05,-2.591943978588232,-4.050368531262178,-1.1853428648863673,-1.1853428648863673,,0,1,0,1,1,2,1,0,1,0,1.9242792860618816
84,85,de,fünfundachtzig,0.09967156038205936,fünfundachtzig,0.0,False,0.09967156038205936,0.09967156038205936,about eighty-five,exactly eighty-five,0.018601211917173795,0.00019720866769666693,-1.7304587594490255,-3.70507400090542,-1.0014287427021014,-1.0014287427021014,,0,0,1,0,0,0,0,1,0,0,1.9294189257142926
85,86,de,sechsundachtzig,0.04075851826851873,sechsundachtzig,0.0,False,0.04075851826851873,0.04075851826851873,about eighty-six,exactly eighty-six,0.00203821331925492,0.00015548028884251503,-2.690750364722575,-3.8083246612322177,-1.3897816126808922,-1.3897816126808922,,0,0,0,0,1,1,0,0,0,0,1.9344984512435677
86,87,de,siebenundachtzig,0.03970431551292721,siebenundachtzig,0.0,False,0.03970431551292721,0.03970431551292721,about eighty-seven,exactly eighty-seven,0.002047197135124792,0.00010188934608877518,-2.6888403348779852,-3.9918712249901542,-1.4011622866476559,-1.4011622866476559,,0,0,0,1,0,0,1,0,0,0,1.9395192526186185
87,88,de,achtundachtzig,0.04861748807460277,achtundachtzig,0.0,False,0.04861748807460277,0.04861748807460277,about eighty-eight,exactly eighty-eight,0.0019459087228267632,9.115446517158387e-05,-2.7108775351377465,-4.040222052715167,-1.3132074836564163,-1.3132074836564163,,0,0,0,0,1,3,0,0,0,0,1.9444826721501687
88,89,de,neunundachtzig,0.030670079478279693,neunundachtzig,0.0,False,0.030670079478279693,0.030670079478279693,about eighty-nine,exactly eighty-nine,0.000753145190004206,7.643885449712994e-05,-3.1231212932024515,-4.116685829849666,-1.513285098587662,-1.513285098587662,,0,0,0,0,0,0,0,0,0,0,1.9493900066449128
89,90,de,neunzig,1.0781276498663845,neunzig,0.0,False,1.0781276498663845,1.0781276498663845,about ninety,exactly ninety,0.1400159678656992,0.002502343243291175,-0.8538224331752255,-2.6016531189259484,0.032670184181481134,0.032670184181481134,,1,0,1,1,1,1,2,1,0,1,1.954242509439325
90,91,de,einundneunzig,0.029633787467470904,einundneunzig,0.0,False,0.029633787467470904,0.029633787467470904,about ninety-one,exactly ninety-one,0.0008220922619121584,7.185901560610448e-05,-3.0850794396487213,-4.143518736474051,-1.5282128381890865,-1.5282128381890865,,0,1,0,0,0,0,0,0,1,0,1.9590413923210936
91,92,de,zweiundneunzig,0.03827322993608803,zweiundneunzig,0.0,False,0.03827322993608803,0.03827322993608803,about ninety-two,exactly ninety-two,0.0017390855019677632,7.387818930961482e-05,-2.7596790654268704,-4.13148375728268,-1.4171048854570152,-1.4171048854570152,,0,0,0,0,1,2,0,0,0,0,1.9637878273455553
92,93,de,dreiundneunzig,0.029745406173034616,dreiundneunzig,0.0,False,0.029745406173034616,0.029745406173034616,about ninety-three,exactly ninety-three,0.0013962424898178994,0.00015772335051573584,-2.8550391498759167,-3.8021040057869957,-1.526580096414482,-1.526580096414482,,0,0,0,1,0,0,1,0,0,0,1.968482948553935
93,94,de,vierundneunzig,0.024336637506970488,vierundneunzig,0.0,False,0.024336637506970488,0.024336637506970488,about ninety-four,exactly ninety-four,0.0012841430903381423,4.990462951650794e-05,-2.891386580720541,-4.301859164191987,-1.613739426641951,-1.613739426641951,,0,0,0,0,1,1,0,0,0,0,1.9731278535996986
94,95,de,fünfundneunzig,0.0700038597198959,fünfundneunzig,0.0,False,0.0700038597198959,0.0700038597198959,about ninety-five,exactly ninety-five,0.009118633029486898,8.670278669856636e-05,-2.0400702616986437,-4.061966943719168,-1.1548780141451604,-1.1548780141451604,,0,0,1,0,0,0,0,1,0,0,1.9777236052888478
95,96,de,sechsundneunzig,0.03008597623755916,sechsundneunzig,0.0,False,0.03008597623755916,0.03008597623755916,about ninety-six,exactly ninety-six,0.0022523936942155454,9.012321063720235e-05,-2.6473556971768937,-4.045163344942181,-1.5216358918437138,-1.5216358918437138,,0,0,0,1,1,5,1,0,0,0,1.9822712330395684
96,97,de,siebenundneunzig,0.021600936150889538,siebenundneunzig,0.0,False,0.021600936150889538,0.021600936150889538,about ninety-seven,exactly ninety-seven,0.0013234526132951245,5.144264535047961e-05,-2.878291604157021,-4.288676706655056,-1.6655274267955749,-1.6655274267955749,,0,0,0,0,0,0,0,0,0,0,1.9867717342662448
97,98,de,achtundneunzig,0.03139366490514993,achtundneunzig,0.0,False,0.03139366490514993,0.03139366490514993,about ninety-eight,exactly ninety-eight,0.0023160977732644586,0.0001455752213355753,-2.635243110966643,-3.836912540909129,-1.5031579816820864,-1.5031579816820864,,0,1,0,0,1,1,0,0,2,0,1.9912260756924949
98,99,de,neunundneunzig,0.1980898445884693,neunundneunzig,0.0,False,0.1980898445884693,0.1980898445884693,about ninety-nine,exactly ninety-nine,0.0027223723961408218,0.00019595856364588966,-2.565052467476932,-3.707835752533478,-0.7031377887332431,-0.7031377887332431,,0,0,0,1,0,0,2,0,0,0,1.99563519459755
0,1,es,uno,538.8644149563476,uno,0.0,False,538.8644149563476,5879.634213854539,about one,exactly one,11.17202623836598,0.6225429831597555,1.0481319470042787,-0.20583065755810073,3.769350308415267,2.7314795049944913,,0,0,0,0,0,0,0,0,0,0,0.0
1,2,es,dos,970.2340809299666,dos,0.0,False,970.2340809299666,956.7227919987153,about two,exactly two,6.7567124567765,0.17501935022825338,0.8297354371886361,-0.7569139328406863,2.9807861202795105,2.9868765258042305,,0,0,0,0,1,1,0,0,0,0,0.3010299956639812
2,3,es,tres,429.8119827438438,tres,0.0,False,429.8119827438438,418.18761271502706,about three,exactly three,5.037522263520776,0.0901499960520471,0.702216978534348,-1.045034287960705,2.6213711642798687,2.6332785190358035,,0,0,0,1,0,0,1,0,0,0,0.47712125471966244
3,4,es,cuatro,210.55667100739026,cuatro,0.0,False,210.55667100739026,199.93194504847372,about four,exactly four,2.7240832833722735,0.051014775079675376,0.4352203811247791,-1.2923040237792374,2.3008821910658974,2.323369005603363,,0,0,0,0,1,2,0,0,0,0,0.6020599913279624
4,5,es,cinco,167.48139922342756,cinco,0.0,False,167.48139922342756,148.60184466456036,about five,exactly five,2.8335454736210806,0.04351549820262781,0.4523301867266724,-1.3613560399386546,2.1720242005595978,2.2239665805478,,0,0,1,0,0,0,0,1,0,0,0.6989700043360189
5,6,es,seis,122.06728670029334,seis,0.0,False,122.06728670029334,110.74226354841865,about six,exactly six,2.380521940650914,0.03202778215187905,0.3766721886081389,-1.4944731341600774,2.0443133961538904,2.0865992912249784,,0,0,0,1,1,1,1,0,0,0,0.7781512503836436
6,7,es,siete,79.21526226781162,siete,0.0,False,79.21526226781162,69.7936988959715,about seven,exactly seven,1.053990283529785,0.019883577486026816,0.022836607243844138,-1.701505473929571,1.8438162154851172,1.8988088644192604,,0,1,0,0,0,0,0,0,1,0,0.8450980400142568
7,8,es,ocho,86.94817498668701,ocho,0.0,False,86.94817498668701,75.77855195710768,about eight,exactly eight,1.3047172717729243,0.018106456377804045,0.11551641158866541,-1.7421665373255113,1.879546302139209,1.939260470737474,,0,0,0,0,1,3,0,0,0,0,0.9030899869919435
8,9,es,nueve,52.328293474833934,nueve,0.0,False,52.328293474833934,44.31204773954603,about nine,exactly nine,0.6949119279834478,0.014110624825454634,-0.1580702337041547,-1.850453755045151,1.646521820025661,1.7187365718016254,,0,0,0,1,0,0,2,0,0,0,0.9542425094393249
9,10,es,diez,121.41972690062853,diez,0.0,False,121.41972690062853,121.41972690062853,about ten,exactly ten,2.5607007768592345,0.03718932219257175,0.40835883323175864,-1.429581736959888,2.084289251715291,2.084289251715291,,1,0,1,0,1,1,0,1,0,1,1.0
10,11,es,once,24.739370643396352,once,0.0,False,24.739370643396352,49.478741286792705,about eleven,exactly eleven,0.25538420075855695,0.006981230173473549,-0.5928059736959994,-2.156068042924489,1.6944186428739496,1.3933886472099684,,0,0,0,0,0,0,0,0,0,0,1.0413926851582251
11,12,es,doce,48.283468797807494,doce,0.0,False,48.283468797807494,48.283468797807494,about twelve,exactly twelve,0.6034334122057985,0.014356109468960812,-0.2193706465394391,-1.8429632387210517,1.6837984632817908,1.6837984632817908,,0,0,0,1,1,2,1,0,0,0,1.0791812460476249
12,13,es,trece,17.34010156189256,trece,0.0,False,17.34010156189256,17.34010156189256,about thirteen,exactly thirteen,0.12384375243830922,0.003162553996460815,-0.907125897435069,-2.499962050744258,1.239051636833406,1.239051636833406,,0,0,0,0,0,0,0,0,0,0,1.1139433523068367
13,14,es,catorce,17.196768834871953,catorce,0.0,False,17.196768834871953,17.196768834871953,about fourteen,exactly fourteen,0.197766256599821,0.003230913795763494,-0.703847806887617,-2.490674629269162,1.2354468533604286,1.2354468533604286,,0,1,0,0,1,1,0,0,1,0,1.146128035678238
14,15,es,quince,42.169022301951536,quince,0.0,False,42.169022301951536,42.169022301951536,about fifteen,exactly fifteen,0.7838470356974165,0.00752744802437967,-0.10576867970590757,-2.1233522345269975,1.6249935319185935,1.6249935319185935,,0,0,1,1,0,0,1,1,0,0,1.1760912590556813
15,16,es,dieciséis,8.501344498155031,dieciséis,0.0,False,8.501344498155031,8.501344498155031,about sixteen,exactly sixteen,0.18621868658850443,0.0026357231343010924,-0.7299767407817703,-2.57910021151366,0.9294876153559785,0.9294876153559785,,0,0,0,0,1,4,0,0,0,0,1.2041199826559248
16,17,es,diecisiete,7.067789988022746,diecisiete,0.0,False,7.067789988022746,7.067789988022746,about seventeen,exactly seventeen,0.10391088634422903,0.002422632482423479,-0.9833389506953996,-2.6157124640967058,0.8492836364207618,0.8492836364207618,,0,0,0,0,0,0,0,0,0,0,1.2304489213782739
17,18,es,dieciocho,14.5167067981389,dieciocho,0.0,False,14.5167067981389,14.5167067981389,about eighteen,exactly eighteen,0.26101336412493226,0.0026704163194449728,-0.5833372558144899,-2.5734210265968076,1.16186810523386,1.16186810523386,,0,0,0,1,1,1,2,0,0,0,1.255272505103306
18,19,es,diecinueve,5.563077343586151,diecinueve,0.0,False,5.563077343586151,5.563077343586151,about nineteen,exactly nineteen,0.055417369064040635,0.001315589253005421,-1.2563540961664075,-2.8808796829086796,0.7453150979884955,0.7453150979884955,,0,0,0,0,0,0,0,0,0,0,1.2787536009528289
19,20,es,veinte,75.50458301956692,veinte,0.0,False,75.50458301956692,75.50458301956692,about twenty,exactly twenty,1.9946806457714867,0.02893172596485578,0.29987337376649437,-1.5386256571002432,1.8779733134795265,1.8779733134795265,,1,0,1,0,1,2,0,1,0,1,1.3010299956639813
20,21,es,veintiuno,2.2636642388177135,veintiuno,0.0,False,2.2636642388177135,2.8782533720414882,about twenty-one,exactly twenty-one,0.029819065978958236,0.0016363552822119957,-1.5255059640532884,-2.7861223972706646,0.45912902213569073,0.354812009953252,,0,1,0,1,0,0,1,0,1,0,1.3222192947339193
21,22,es,veintidós,5.180028460481303,veintidós,0.0,False,5.180028460481303,5.180028460481303,about twenty-two,exactly twenty-two,0.04554169942250654,0.0014306388949320342,-1.3415907673957463,-2.8444699719207414,0.7143321458834622,0.7143321458834622,,0,0,0,0,1,1,0,0,0,0,1.3424226808222062
22,23,es,veintitrés,4.161211991766536,veintitrés,0.0,False,4.161211991766536,4.161211991766536,about twenty-three,exactly twenty-three,0.028766471070120064,0.0009209864134945736,-1.5411134119635372,-3.0357467765217803,0.6192198413659383,0.6192198413659383,,0,0,0,0,0,0,0,0,0,0,1.3617278360175928
23,24,es,veinticuatro,9.667312595268537,veinticuatro,0.0,False,9.667312595268537,9.667312595268537,about twenty-four,exactly twenty-four,0.06773929042963697,0.0038585960701119438,-1.1691593569105674,-2.4135706823519336,0.9853057618540113,0.9853057618540113,,0,0,0,1,1,3,1,0,0,0,1.380211241711606
24,25,es,veinticinco,14.405947392030308,veinticinco,0.0,False,14.405947392030308,14.405947392030308,about twenty-five,exactly twenty-five,0.3316821847068009,0.0037268448370948097,-0.47927785465270045,-2.4286586882218186,1.158541824476999,1.158541824476999,,0,0,1,0,0,0,0,2,0,0,1.3979400086720377
25,26,es,veintiséis,3.378234603534271,veintiséis,0.0,False,3.378234603534271,3.378234603534271,about twenty-six,exactly twenty-six,0.027431297912899562,0.0007685054382082909,-1.5617536432494672,-3.114353054936525,0.5286898061238248,0.5286898061238248,,0,0,0,0,1,1,0,0,0,0,1.414973347970818
26,27,es,veintisiete,3.69732434395986,veintisiete,0.0,False,3.69732434395986,3.69732434395986,about twenty-seven,exactly twenty-seven,0.024579871785005362,0.0007804721569462278,-1.6094203868364605,-3.1076425856192453,0.5678875502791905,0.5678875502791905,,0,0,0,1,0,0,3,0,0,0,1.4313637641589874
27,28,es,veintiocho,3.894215506436155,veintiocho,0.0,False,3.894215506436155,3.894215506436155,about twenty-eight,exactly twenty-eight,0.030857960892409903,0.000953484384584346,-1.510632775694558,-3.020686415092421,0.590419981767027,0.590419981767027,,0,1,0,0,1,2,0,0,1,0,1.4471580313422192
28,29,es,veintinueve,2.7319586135990015,veintinueve,0.0,False,2.7319586135990015,2.7319586135990015,about twenty-nine,exactly twenty-nine,0.008863849436570669,0.0005317824439241602,-2.052377629581111,-3.274266004410838,0.43647411593858654,0.43647411593858654,,0,0,0,0,0,0,0,0,0,0,1.462397997898956
29,30,es,treinta,77.34640416410734,treinta,0.0,False,77.34640416410734,56.11496505578401,about thirty,exactly thirty,1.253917050645196,0.015139207064444635,0.09826880791527935,-1.8198968709756018,1.7490786968077505,1.8884401281454566,,1,0,1,1,1,1,1,1,0,1,1.4771212547196624
30,31,es,treinta y uno,1.7599441871782033,treinta y uno,0.0,False,1.7599441871782033,2.0550712965435496,about thirty-one,exactly thirty-one,0.006968875986083678,0.0005759088043057111,-2.1568372638541518,-3.239646282067142,0.3128268934424164,0.2454988953227472,,0,0,0,0,0,0,0,0,0,0,1.4913616938342726
31,32,es,treinta y dos,2.749934415256647,treinta y dos,0.0,False,2.749934415256647,2.749934415256647,about thirty-two,exactly thirty-two,0.02031262969590925,0.0006590389470534472,-1.6922338487028774,-3.181088919259415,0.43932233621870365,0.43932233621870365,,0,0,0,0,1,5,0,0,0,0,1.505149978319906
32,33,es,treinta y tres,2.634363677405453,treinta y tres,0.0,False,2.634363677405453,2.634363677405453,about thirty-three,exactly thirty-three,0.016026459723587225,0.00047475278215772297,-1.795162403554704,-3.323532481520473,0.4206757296947676,0.4206757296947676,,0,0,0,1,0,0,1,0,0,0,1.5185139398778875
33,34,es,treinta y cuatro,1.919348332033705,treinta y cuatro,0.0,False,1.919348332033705,1.919348332033705,about thirty-four,exactly thirty-four,0.011643723902266196,0.0004585434730721226,-1.9339081011672599,-3.3386194839409096,0.283153799619217,0.283153799619217,,0,0,0,0,1,1,0,0,0,0,1.5314789170422551
34,35,es,treinta y cinco,4.19616547814632,treinta y cinco,0.0,False,4.19616547814632,4.19616547814632,about thirty-five,exactly thirty-five,0.13526517687198208,0.0010951054812424537,-0.868813995264132,-2.9605440472939533,0.6228526065064489,0.6228526065064489,,0,1,1,0,0,0,0,1,1,0,1.5440680443502757
35,36,es,treinta y seis,2.850246734370183,treinta y seis,0.0,False,2.850246734370183,2.850246734370183,about thirty-six,exactly thirty-six,0.026155452496656083,0.0006459540507333933,-1.5824377621553405,-3.1897983739904814,0.4548824567584499,0.4548824567584499,,0,0,0,1,1,2,2,0,0,0,1.5563025007672873
36,37,es,treinta y siete,1.7840721230801564,treinta y siete,0.0,False,1.7840721230801564,1.7840721230801564,about thirty-seven,exactly thirty-seven,0.010902769110190565,0.0004513640864934212,-1.9624631849454417,-3.34547299921975,0.2514124072276574,0.2514124072276574,,0,0,0,0,0,0,0,0,0,0,1.568201724066995
37,38,es,treinta y ocho,1.9574018667709405,treinta y ocho,0.0,False,1.9574018667709405,1.9574018667709405,about thirty-eight,exactly thirty-eight,0.012448900263580875,0.0003350986430741015,-1.9048690124681464,-3.474827330764022,0.2916799981689661,0.2916799981689661,,0,0,0,0,1,1,0,0,0,0,1.5797835966168101
38,39,es,treinta y nueve,1.379962294081719,treinta y nueve,0.0,False,1.379962294081719,1.379962294081719,about thirty-nine,exactly thirty-nine,0.0048032011483646955,0.00028755700122260955,-2.3184692256042974,-3.5412760540605857,0.1398672199548864,0.1398672199548864,,0,0,0,1,0,0,1,0,0,0,1.591064607026499
39,40,es,cuarenta,44.24608143345526,cuarenta,0.0,False,44.24608143345526,27.60021605473528,about forty,exactly forty,0.8688306018163584,0.011421339873862735,-0.06106489083312279,-1.942282944628574,1.4409124817395678,1.6458748143065238,,1,0,1,0,1,3,0,1,0,1,1.6020599913279623
40,41,es,cuarenta y uno,0.593968750854847,cuarenta y uno,0.0,False,0.593968750854847,0.765310187266461,about forty-one,exactly forty-one,0.0038191114845761496,0.0003133275108595425,-2.4180376638498937,-3.5040014714127286,-0.11616250561192583,-0.2262364029789022,,0,0,0,0,0,0,0,0,0,0,1.6127838567197355
41,42,es,cuarenta y dos,1.932264173292959,cuarenta y dos,0.0,False,1.932264173292959,1.932264173292959,about forty-two,exactly forty-two,0.01066916877285971,0.000670068720417157,-1.9718694148231768,-3.17388065495961,0.2860665015620524,0.2860665015620524,,0,1,0,1,1,1,1,0,1,0,1.6232492903979006
42,43,es,cuarenta y tres,1.3352752259878815,cuarenta y tres,0.0,False,1.3352752259878815,1.3352752259878815,about forty-three,exactly forty-three,0.006902341970314074,0.00034188646399218816,-2.161003527782684,-3.4661180934996074,0.12557079139972294,0.12557079139972294,,0,0,0,0,0,0,0,0,0,0,1.6334684555795864
43,44,es,cuarenta y cuatro,1.6160014756589554,cuarenta y cuatro,0.0,False,1.6160014756589554,1.6160014756589554,about forty-four,exactly forty-four,0.0075244214432153315,0.0002551329354074388,-2.1235268875851108,-3.5932334741913396,0.20844175301669166,0.20844175301669166,,0,0,0,0,1,2,0,0,0,0,1.6434526764861874
44,45,es,cuarenta y cinco,3.681130616920806,cuarenta y cinco,0.0,False,3.681130616920806,3.681130616920806,about forty-five,exactly forty-five,0.10967006161598536,0.0012492570986392267,-0.9599119125301655,-2.9033481740918305,0.5659812277160321,0.5659812277160321,,0,0,1,1,0,0,2,1,0,0,1.6532125137753437
45,46,es,cuarenta y seis,1.4754251138833308,cuarenta y seis,0.0,False,1.4754251138833308,1.4754251138833308,about forty-six,exactly forty-six,0.0070768373557753275,0.00024232387324954095,-2.150160785502694,-3.615603797955742,0.1689171715095942,0.1689171715095942,,0,0,0,0,1,1,0,0,0,0,1.662757831681574
46,47,es,cuarenta y siete,1.277770602249731,cuarenta y siete,0.0,False,1.277770602249731,1.277770602249731,about forty-seven,exactly forty-seven,0.005761154694917648,0.00035417217184629217,-2.2394904632134796,-3.4507855653604618,0.10645289207003733,0.10645289207003733,,0,0,0,0,0,0,0,0,0,0,1.6720978579357175
47,48,es,cuarenta y ocho,3.216244359535659,cuarenta y ocho,0.0,False,3.216244359535659,3.216244359535659,about forty-eight,exactly forty-eight,0.016844548379229343,0.0010055137221220323,-1.7735406284369661,-2.9976119982634457,0.5073490375783916,0.5073490375783916,,0,0,0,1,1,4,1,0,0,0,1.6812412373755872
48,49,es,cuarenta y nueve,1.5177850603358107,cuarenta y nueve,0.0,False,1.5177850603358107,1.5177850603358107,about forty-nine,exactly forty-nine,0.0029695197716905542,0.00031434440725778434,-2.5273137787528395,-3.5025942621109625,0.1812102737205828,0.1812102737205828,,0,1,0,0,0,0,0,0,2,0,1.6901960800285136
49,50,es,cincuenta,64.97749442739102,cincuenta,0.0,False,64.97749442739102,45.77490405823955,about fifty,exactly fifty,0.9380131341815429,0.014129996467000397,-0.027791080530708032,-1.849857946740431,1.660627442716589,1.8127629606664308,,1,0,1,0,1,1,0,2,0,1,1.6989700043360187
50,51,es,cincuenta y uno,1.7116801419036825,cincuenta y uno,0.0,False,1.7116801419036825,1.8570523315187368,about fifty-one,exactly fifty-one,0.002617371317502854,0.00023172848185522315,-2.582134661118927,-3.6350205835930396,0.26882414228021545,0.23342261221930682,,0,0,0,1,0,0,1,0,0,0,1.7075701760979363
51,52,es,cincuenta y dos,2.8092257480238914,cincuenta y dos,0.0,False,2.8092257480238914,2.8092257480238914,about fifty-two,exactly fifty-two,0.005696040771949566,0.0005125747109573712,-2.24442691070383,-3.290242824532178,0.4485866402986598,0.4485866402986598,,0,0,0,0,1,2,0,0,0,0,1.7160033436347992
52,53,es,cincuenta y tres,2.4305153842493277,cincuenta y tres,0.0,False,2.4305153842493277,2.4305153842493277,about fifty-three,exactly fifty-three,0.00413572348481007,0.00020805769539140027,-2.3834485059478774,-3.6818162164044907,0.3856983743401829,0.3856983743401829,,0,0,0,0,0,0,0,0,0,0,1.724275869600789
53,54,es,cincuenta y cuatro,2.482781959386949,cincuenta y cuatro,0.0,False,2.482781959386949,2.482781959386949,about fifty-four,exactly fifty-four,0.005181295623483281,0.00023357969806713687,-2.285561627943567,-3.63156490728128,0.3949385810152913,0.3949385810152913,,0,0,0,1,1,1,3,0,0,0,1.7323937598229686
54,55,es,cincuenta y cinco,3.037342933156669,cincuenta y cinco,0.0,False,3.037342933156669,3.037342933156669,about fifty-five,exactly fifty-five,0.028831657932563953,0.0006003520107515402,-1.5401303832704394,-3.221594030450682,0.4824938289842986,0.4824938289842986,,0,0,1,0,0,0,0,1,0,0,1.7403626894942439
55,56,es,cincuenta y seis,2.3103749170189203,cincuenta y seis,0.0,False,2.3103749170189203,2.3103749170189203,about fifty-six,exactly fifty-six,0.0061611034487715054,0.00017744306194596187,-2.2103414990700143,-3.7509409769728586,0.3636824609226972,0.3636824609226972,,0,1,0,0,1,3,0,0,1,0,1.7481880270062005
56,57,es,cincuenta y siete,2.099168181432248,cincuenta y siete,0.0,False,2.099168181432248,2.099168181432248,about fifty-seven,exactly fifty-seven,0.003934032489750097,0.00016843706971131464,-2.4051620577209727,-3.77356232257875,0.32204723483870384,0.32204723483870384,,0,0,0,1,0,0,1,0,0,0,1.7558748556724915
57,58,es,cincuenta y ocho,1.2589870394487093,cincuenta y ocho,0.0,False,1.2589870394487093,1.2589870394487093,about fifty-eight,exactly fifty-eight,0.004165845328826964,0.00020678282928547156,-2.3802968587483195,-3.684485526778156,0.10002125931764815,0.10002125931764815,,0,0,0,0,1,1,0,0,0,0,1.7634279935629373
58,59,es,cincuenta y nueve,1.0625140645310704,cincuenta y nueve,0.0,False,1.0625140645310704,1.0625140645310704,about fifty-nine,exactly fifty-nine,0.0019611862210475116,0.00020950497879291145,-2.707481166692458,-3.678805651759284,0.02633468752969729,0.02633468752969729,,0,0,0,0,0,0,0,0,0,0,1.7708520116421442
59,60,es,sesenta,40.81588517960079,sesenta,0.0,False,40.81588517960079,26.334600664433633,about sixty,exactly sixty,0.4588384999182131,0.005465227294686045,-0.3383401487469338,-2.262391771358342,1.4205267371401362,1.6108292195405107,,1,0,1,1,1,2,1,1,0,1,1.7781512503836436
60,61,es,sesenta y uno,0.6302950657086245,sesenta y uno,0.0,False,0.6302950657086245,0.7432394747409079,about sixty-one,exactly sixty-one,0.0018821089207840481,0.00016074756102738062,-2.725355246835075,-3.793855607768504,-0.12887123226673172,-0.20045609275365597,,0,0,0,0,0,0,0,0,0,0,1.7853298350107671
61,62,es,sesenta y dos,1.956748777127573,sesenta y dos,0.0,False,1.956748777127573,1.956748777127573,about sixty-two,exactly sixty-two,0.004322348030692459,0.00018000494266442088,-2.3642802671325605,-3.7447155696610674,0.2915350710791634,0.2915350710791634,,0,0,0,0,1,1,0,0,0,0,1.792391689498254
62,63,es,sesenta y tres,1.962762060732833,sesenta y tres,0.0,False,1.962762060732833,1.962762060732833,about sixty-three,exactly sixty-three,0.003728427098649703,0.00023302401287156655,-2.4284743441822028,-3.6325993230930083,0.2928676546820073,0.2928676546820073,,0,1,0,1,0,0,2,0,1,0,1.7993405494535817
63,64,es,sesenta y cuatro,1.621625163387958,sesenta y cuatro,0.0,False,1.621625163387958,1.621625163387958,about sixty-four,exactly sixty-four,0.004289024538578598,0.00021413652217157816,-2.3676414690468226,-3.6693092550554747,0.20995047485351803,0.20995047485351803,,0,0,0,0,1,6,0,0,0,0,1.806179973983887
64,65,es,sesenta y cinco,2.524550125724322,sesenta y cinco,0.0,False,2.524550125724322,2.524550125724322,about sixty-five,exactly sixty-five,0.0345721596187666,0.00024480050013241843,-1.4612734905409455,-3.611187699253079,0.40218399816850436,0.40218399816850436,,0,0,1,0,0,0,0,1,0,0,1.8129133566428555
65,66,es,sesenta y seis,1.6211085113247783,sesenta y seis,0.0,False,1.6211085113247783,1.6211085113247783,about sixty-six,exactly sixty-six,0.004398042823174429,0.00012208233416563248,-2.3567405462854127,-3.913347175772197,0.2098120859727097,0.2098120859727097,,0,0,0,1,1,1,1,0,0,0,1.8195439355418688
66,67,es,sesenta y siete,1.3904081990680353,sesenta y siete,0.0,False,1.3904081990680353,1.3904081990680353,about sixty-seven,exactly sixty-seven,0.0031140592261698595,9.754514298695297e-05,-2.5066731318596926,-4.010794350323583,0.14314232009387895,0.14314232009387895,,0,0,0,0,0,0,0,0,0,0,1.8260748027008264
67,68,es,sesenta y ocho,1.6011570754052824,sesenta y ocho,0.0,False,1.6011570754052824,1.6011570754052824,about sixty-eight,exactly sixty-eight,0.003508645700775633,0.00012693954649677832,-2.454860484154684,-3.8964030575763284,0.20443393881221922,0.20443393881221922,,0,0,0,0,1,2,0,0,0,0,1.8325089127062364
68,69,es,sesenta y nueve,1.1726295366877502,sesenta y nueve,0.0,False,1.1726295366877502,1.1726295366877502,about sixty-nine,exactly sixty-nine,0.0015887231225575555,6.54224068709924e-05,-2.798951783612556,-4.18427348235163,0.06916082917928207,0.06916082917928207,,0,0,0,1,0,0,1,0,0,0,1.8388490907372552
