,number,lang,word,mean_freq,matched_word,mean_dash_freq,has_dash,mean_total_freq,corrected_total_freq,about_word,exactly_word,mean_freq_about,mean_freq_exactly,log_freq_about,log_freq_exactly,log_freq,log_freq_uncorrected,arabic_number,mult10,mult7,mult5,mult3,mult2,exp2,exp3,exp5,exp7,exp10,log10
47,48,mean,forty-eight,1.4497367637173453,forty - eight,3.658517574292858e-08,True,1.4497367637173453,1.4497367637173453,about forty-eight,exactly forty-eight,0.016844548379229343,0.0010055137221220323,-1.7735406284369661,-2.9976119982634457,0.028125377636962823,0.1612891522740142,,0,0,0,1,1,4,1,0,0,0,1.6812412373755872
48,49,mean,forty-nine,0.5358285382802327,forty - nine,1.832410072043946e-08,True,0.5358285382802327,0.5358285382802327,about forty-nine,exactly forty-nine,0.0029695197716905542,0.00031434440725778434,-2.5273137787528395,-3.5025942621109625,-0.4473845130212429,-0.27097415954533716,,0,1,0,0,0,0,0,0,2,0,1.6901960800285136
49,50,mean,fifty,27.958138197587402,fifty,0.0,False,27.958138197587402,22.802627837318497,about fifty,exactly fifty,0.9380131341815429,0.014129996467000397,-0.027791080530708032,-1.849857946740431,1.2727656809387837,1.446508247279797,,1,0,1,0,1,1,0,2,0,1,1.6989700043360187
50,51,mean,fifty-one,0.5641508241127418,fifty - one,2.7297520514154855e-08,True,0.5641508241127418,0.5641508241127418,about fifty-one,exactly fifty-one,0.002617371317502854,0.00023172848185522315,-2.582134661118927,-3.6350205835930396,-0.5593630849987811,-0.24860477310313955,,0,0,0,1,0,0,1,0,0,0,1.7075701760979363
51,52,mean,fifty-two,0.7254601151615526,fifty - two,2.8135278229206496e-08,True,0.7254601151615526,0.7254601151615526,about fifty-two,exactly fifty-two,0.005696040771949566,0.0005125747109573712,-2.24442691070383,-3.290242824532178,-0.31633817005255205,-0.13938645950660983,,0,0,0,0,1,2,0,0,0,0,1.7160033436347992
52,53,mean,fifty-three,0.5005281576921012,fifty - three,2.1822011143624467e-08,True,0.5005281576921012,0.5005281576921012,about fifty-three,exactly fifty-three,0.00413572348481007,0.00020805769539140027,-2.3834485059478774,-3.6818162164044907,-0.5140607416202693,-0.30057148584434934,,0,0,0,0,0,0,0,0,0,0,1.724275869600789
53,54,mean,fifty-four,0.5693184286705147,fifty - four,2.1837124718504084e-08,True,0.5693184286705147,0.5693184286705147,about fifty-four,exactly fifty-four,0.005181295623483281,0.00023357969806713687,-2.285561627943567,-3.63156490728128,-0.42081298822477214,-0.24464475797595114,,0,0,0,1,1,1,3,0,0,0,1.7323937598229686
54,55,mean,fifty-five,0.9787587152780308,fifty - five,2.6610236454425653e-08,True,0.9787587152780308,0.9787587152780308,about fifty-five,exactly fifty-five,0.028831657932563953,0.0006003520107515402,-1.5401303832704394,-3.221594030450682,-0.19239720267568403,-0.009324357776600047,,0,0,1,0,0,0,0,1,0,0,1.7403626894942439
55,56,mean,fifty-six,0.5646537618651886,fifty - six,1.9398484004303402e-08,True,0.5646537618651886,0.5646537618651886,about fifty-six,exactly fifty-six,0.0061611034487715054,0.00017744306194596187,-2.2103414990700143,-3.7509409769728586,-0.4085370333352539,-0.24821777413485915,,0,1,0,0,1,3,0,0,1,0,1.7481880270062005
56,57,mean,fifty-seven,0.4385071404202808,fifty - seven,1.6622221890855268e-08,True,0.4385071404202808,0.4385071404202808,about fifty-seven,exactly fifty-seven,0.003934032489750097,0.00016843706971131464,-2.4051620577209727,-3.77356232257875,-0.5224089612837823,-0.35802333041680406,,0,0,0,1,0,0,1,0,0,0,1.7558748556724915
57,58,mean,fifty-eight,0.4336893257414868,fifty - eight,1.5645489104701047e-08,True,0.4336893257414868,0.4336893257414868,about fifty-eight,exactly fifty-eight,0.004165845328826964,0.00020678282928547156,-2.3802968587483195,-3.684485526778156,-0.5641819857968238,-0.36282126687272676,,0,0,0,0,1,1,0,0,0,0,1.7634279935629373
58,59,mean,fifty-nine,0.3804438913270061,fifty - nine,1.2498715474360806e-08,True,0.3804438913270061,0.3804438913270061,about fifty-nine,exactly fifty-nine,0.0019611862210475116,0.00020950497879291145,-2.707481166692458,-3.678805651759284,-0.6806857527751138,-0.4197093848431559,,0,0,0,0,0,0,0,0,0,0,1.7708520116421442
59,60,mean,sixty,15.680115300746563,sixty,0.0,False,15.680115300746563,11.042378459108603,about sixty,exactly sixty,0.4588384999182131,0.005465227294686045,-0.3383401487469338,-2.262391771358342,1.0034877714003383,1.1953492518620603,,1,0,1,1,1,2,1,1,0,1,1.7781512503836436
60,61,mean,sixty-one,0.3695105774300721,sixty - one,1.7062247963079413e-08,True,0.3695105774300721,0.3695105774300721,about sixty-one,exactly sixty-one,0.0018821089207840481,0.00016074756102738062,-2.725355246835075,-3.793855607768504,-0.786933347852778,-0.43237312518860443,,0,0,0,0,0,0,0,0,0,0,1.7853298350107671
61,62,mean,sixty-two,0.5088841954361937,sixty - two,1.7873930274856553e-08,True,0.5088841954361937,0.5088841954361937,about sixty-two,exactly sixty-two,0.004322348030692459,0.00018000494266442088,-2.3642802671325605,-3.7447155696610674,-0.5101938867642081,-0.2933810369267347,,0,0,0,0,1,1,0,0,0,0,1.792391689498254
62,63,mean,sixty-three,0.4180111540220013,sixty - three,1.834259144573025e-08,True,0.4180111540220013,0.4180111540220013,about sixty-three,exactly sixty-three,0.003728427098649703,0.00023302401287156655,-2.4284743441822028,-3.6325993230930083,-0.5919430828571923,-0.37881212955133725,,0,1,0,1,0,0,2,0,1,0,1.7993405494535817
63,64,mean,sixty-four,0.5470586389117884,sixty - four,2.1652135753181572e-08,True,0.5470586389117884,0.5470586389117884,about sixty-four,exactly sixty-four,0.004289024538578598,0.00021413652217157816,-2.3676414690468226,-3.6693092550554747,-0.4618899188908194,-0.26196611938705777,,0,0,0,0,1,6,0,0,0,0,1.806179973983887
64,65,mean,sixty-five,1.3372951022628352,sixty - five,3.2921233704272193e-08,True,1.3372951022628352,1.3372951022628352,about sixty-five,exactly sixty-five,0.0345721596187666,0.00024480050013241843,-1.4612734905409455,-3.611187699253079,-0.14233320989985315,0.12622725404026866,,0,0,1,0,0,0,0,1,0,0,1.8129133566428555
65,66,mean,sixty-six,0.4432203788124467,sixty - six,1.4258481715584742e-08,True,0.4432203788124467,0.4432203788124467,about sixty-six,exactly sixty-six,0.004398042823174429,0.00012208233416563248,-2.3567405462854127,-3.913347175772197,-0.5431178706216869,-0.35338027941156713,,0,0,0,1,1,1,1,0,0,0,1.8195439355418688
66,67,mean,sixty-seven,0.350680588323984,sixty - seven,1.3558241083221585e-08,True,0.350680588323984,0.350680588323984,about sixty-seven,exactly sixty-seven,0.0031140592261698595,9.754514298695297e-05,-2.5066731318596926,-4.010794350323583,-0.6231062434032105,-0.455088273517137,,0,0,0,0,0,0,0,0,0,0,1.8260748027008264
67,68,mean,sixty-eight,0.3702307356202344,sixty - eight,1.3937828825723554e-08,True,0.3702307356202344,0.3702307356202344,about sixty-eight,exactly sixty-eight,0.003508645700775633,0.00012693954649677832,-2.454860484154684,-3.8964030575763284,-0.5521734652093572,-0.4315275300558893,,0,0,0,0,1,2,0,0,0,0,1.8325089127062364
68,69,mean,sixty-nine,0.29284547081840406,sixty - nine,1.0780817197569957e-08,True,0.29284547081840406,0.29284547081840406,about sixty-nine,exactly sixty-nine,0.0015887231225575555,6.54224068709924e-05,-2.798951783612556,-4.18427348235163,-0.7560460770681748,-0.5333614884322837,,0,0,0,1,0,0,1,0,0,0,1.8388490907372552
69,70,mean,seventy,9.746788959198645,seventy,0.0,False,9.746788959198645,5.266480486324433,about seventy,exactly seventy,0.31386815384634886,0.0031166421513290185,-0.5032527470920175,-2.5063130599704824,0.7302886201722595,0.9888615626740904,,1,1,1,0,1,1,0,1,1,1,1.845098040014257
70,71,mean,seventy-one,0.29581434184106625,seventy - one,1.2972042333549503e-08,True,0.29581434184106625,0.29581434184106625,about seventy-one,exactly seventy-one,0.0013943989046205424,9.285284462608641e-05,-2.8556129670608867,-4.032204786738543,-0.8368562279412641,-0.5289807741138252,,0,0,0,0,0,0,0,0,0,0,1.8512583487190752
71,72,mean,seventy-two,0.6247198899366007,seventy - two,2.01807667918711e-08,True,0.6247198899366007,0.6247198899366007,about seventy-two,exactly seventy-two,0.0057616235791083815,0.0005184294290157728,-2.2394551186443215,-3.2853103534021355,-0.36722653424727564,-0.2043146666933265,,0,0,0,1,1,3,2,0,0,0,1.8573324964312685
72,73,mean,seventy-three,0.31260109676400044,seventy - three,1.3397734285826002e-08,True,0.31260109676400044,0.31260109676400044,about seventy-three,exactly seventy-three,0.0024009952468472505,0.00015350665625617836,-2.619608699697264,-3.8138727881825374,-0.7039595931399392,-0.5050095025877284,,0,0,0,0,0,0,0,0,0,0,1.863322860120456
73,74,mean,seventy-four,0.32361922354967276,seventy - four,1.279961537195181e-08,True,0.32361922354967276,0.32361922354967276,about seventy-four,exactly seventy-four,0.0020663949712560513,7.498389150880483e-05,-2.684786663725179,-4.125032024344661,-0.6757929687948622,-0.489965688439316,,0,0,0,0,1,1,0,0,0,0,1.8692317197309762
74,75,mean,seventy-five,1.7681245213573085,seventy - five,6.052757806945046e-08,True,1.7681245213573085,1.7681245213573085,about seventy-five,exactly seventy-five,0.08273331935006532,0.00050654803962491,-1.0823195509597312,-3.295379361054602,-0.029017750519997682,0.2475128472347696,,0,0,1,1,0,0,1,2,0,0,1.8750612633917
75,76,mean,seventy-six,0.32149942211724597,seventy - six,1.385315204597434e-08,True,0.32149942211724597,0.32149942211724597,about seventy-six,exactly seventy-six,0.0028475677306323798,8.752953121291801e-05,-2.5455259372435695,-4.057845397502898,-0.6789689471431358,-0.49281980336656106,,0,0,0,0,1,2,0,0,0,0,1.8808135922807914
76,77,mean,seventy-seven,0.2770036477319509,seventy - seven,1.225737420059779e-08,True,0.2770036477319509,0.2770036477319509,about seventy-seven,exactly seventy-seven,0.0020965940247535844,0.00011977318537841689,-2.6784856562673336,-3.9216404001910457,-0.65280886600647,-0.5575145118762483,,0,1,0,0,0,0,0,0,1,0,1.8864907251724818
77,78,mean,seventy-eight,0.3141068301668865,seventy - eight,1.1919554754978007e-08,True,0.3141068301668865,0.3141068301668865,about seventy-eight,exactly seventy-eight,0.0026130024919400995,7.14296181435285e-05,-2.5828601760991887,-4.146121671569448,-0.6881512389491912,-0.5029226198844041,,0,0,0,1,1,1,1,0,0,0,1.8920946026904804
78,79,mean,seventy-nine,0.2428194994094798,seventy - nine,9.565247017109431e-09,True,0.2428194994094798,0.2428194994094798,about seventy-nine,exactly seventy-nine,0.0010613550915045883,6.52500194398651e-05,-2.974139292365539,-4.1854193546007945,-0.8620030539768199,-0.6147164405543536,,0,0,0,0,0,0,0,0,0,0,1.8976270912904414
79,80,mean,eighty,7.526860969722061,eighty,0.0,False,7.526860969722061,4.899291903621575,about eighty,exactly eighty,0.2428746779291852,0.0021498688341541686,-0.6146177623002224,-2.667588036056841,0.6713140418579618,0.8766138941609941,,1,0,1,0,1,4,0,1,0,1,1.9030899869919435
80,81,mean,eighty-one,0.27060667578633213,eighty - one,1.1899029587355842e-08,True,0.27060667578633213,0.27060667578633213,about eighty-one,exactly eighty-one,0.0010886540062672943,7.871820706166679e-05,-2.9631101248764753,-4.103924806244552,-0.8895353370863265,-0.5676614936903389,,0,0,0,1,0,0,4,0,0,0,1.9084850188786497
81,82,mean,eighty-two,0.28741795028517847,eighty - two,1.1498306968869478e-08,True,0.28741795028517847,0.28741795028517847,about eighty-two,exactly eighty-two,0.0023081466106603167,4.6358891194818536e-05,-2.6367366087838406,-4.333866959976142,-0.699322636692079,-0.5414861121017185,,0,0,0,0,1,1,0,0,0,0,1.9138138523837167
82,83,mean,eighty-three,0.2616320637785333,eighty - three,1.2328909074482806e-08,True,0.2616320637785333,0.2616320637785333,about eighty-three,exactly eighty-three,0.0016628470702780688,7.791472981505725e-05,-2.779147690400672,-4.108380430996556,-0.791344477685524,-0.5823090330206725,,0,0,0,0,0,0,0,0,0,0,1.919078092376074
83,84,mean,eighty-four,0.3219106148702956,eighty - four,1.4289538963861132e-08,True,0.3219106148702956,0.3219106148702956,about eighty-four,exactly eighty-four,0.0025589159505942376,8.90494966028526e-05,-2.591943978588232,-4.050368531262178,-0.682636082708216,-0.49226470239612435,,0,1,0,1,1,2,1,0,1,0,1.9242792860618816
84,85,mean,eighty-five,0.5437836733233103,eighty - five,1.8234951553088373e-08,True,0.5437836733233103,0.5437836733233103,about eighty-five,exactly eighty-five,0.018601211917173795,0.00019720866769666693,-1.7304587594490255,-3.70507400090542,-0.4926758990660794,-0.2645738359026888,,0,0,1,0,0,0,0,1,0,0,1.9294189257142926
85,86,mean,eighty-six,0.2590419641404985,eighty - six,1.0451269758123893e-08,True,0.2590419641404985,0.2590419641404985,about eighty-six,exactly eighty-six,0.00203821331925492,0.00015548028884251503,-2.690750364722575,-3.8083246612322177,-0.7605559791854298,-0.5866298756160788,,0,0,0,0,1,1,0,0,0,0,1.9344984512435677
86,87,mean,eighty-seven,0.24318160536254524,eighty - seven,1.1455810008670243e-08,True,0.24318160536254524,0.24318160536254524,about eighty-seven,exactly eighty-seven,0.002047197135124792,0.00010188934608877518,-2.6888403348779852,-3.9918712249901542,-0.8144615122161815,-0.6140692788716468,,0,0,0,1,0,0,1,0,0,0,1.9395192526186185
87,88,mean,eighty-eight,0.2426132884831496,eighty - eight,1.0033843890831648e-08,True,0.2426132884831496,0.2426132884831496,about eighty-eight,exactly eighty-eight,0.0019459087228267632,9.115446517158387e-05,-2.7108775351377465,-4.040222052715167,-0.8021858414501762,-0.6150854155186903,,0,0,0,0,1,3,0,0,0,0,1.9444826721501687
88,89,mean,eighty-nine,0.1973812300706431,eighty - nine,9.169130761844211e-09,True,0.1973812300706431,0.1973812300706431,about eighty-nine,exactly eighty-nine,0.000753145190004206,7.643885449712994e-05,-3.1231212932024515,-4.116685829849666,-0.9150312346357506,-0.7046941488514084,,0,0,0,0,0,0,0,0,0,0,1.9493900066449128
89,90,mean,ninety,6.935853666529475,ninety,0.0,False,6.935853666529475,4.728204860735813,about ninety,exactly ninety,0.1400159678656992,0.002502343243291175,-0.8538224331752255,-2.6016531189259484,0.5163933432908804,0.8410999217678693,,1,0,1,1,1,1,2,1,0,1,1.954242509439325
90,91,mean,ninety-one,0.19628671547404034,ninety - one,9.982839774868264e-09,True,0.19628671547404034,0.19628671547404034,about ninety-one,exactly ninety-one,0.0008220922619121584,7.185901560610448e-05,-3.0850794396487213,-4.143518736474051,-1.0119370441709237,-0.7071090921042659,,0,1,0,0,0,0,0,0,1,0,1.9590413923210936
91,92,mean,ninety-two,0.2383521478140763,ninety - two,1.1255938534179343e-08,True,0.2383521478140763,0.2383521478140763,about ninety-two,exactly ninety-two,0.0017390855019677632,7.387818930961482e-05,-2.7596790654268704,-4.13148375728268,-0.809773706334628,-0.6227809302500553,,0,0,0,0,1,2,0,0,0,0,1.9637878273455553
92,93,mean,ninety-three,0.18734535909542877,ninety - three,1.0371409578652345e-08,True,0.18734535909542877,0.18734535909542877,about ninety-three,exactly ninety-three,0.0013962424898178994,0.00015772335051573584,-2.8550391498759167,-3.8021040057869957,-0.9558611769929594,-0.7273570607458452,,0,0,0,1,0,0,1,0,0,0,1.968482948553935
93,94,mean,ninety-four,0.18518934798722136,ninety - four,9.349015853416075e-09,True,0.18518934798722136,0.18518934798722136,about ninety-four,exactly ninety-four,0.0012841430903381423,4.990462951650794e-05,-2.891386580720541,-4.301859164191987,-0.9620466602608281,-0.7323839973701446,,0,0,0,0,1,1,0,0,0,0,1.9731278535996986
94,95,mean,ninety-five,0.3675868200326815,ninety - five,1.510649317184761e-08,True,0.3675868200326815,0.3675868200326815,about ninety-five,exactly ninety-five,0.009118633029486898,8.670278669856636e-05,-2.0400702616986437,-4.061966943719168,-0.6554252069422333,-0.43464006880305023,,0,0,1,0,0,0,0,1,0,0,1.9777236052888478
95,96,mean,ninety-six,0.2551012487089668,ninety - six,1.1137043592357236e-08,True,0.2551012487089668,0.2551012487089668,about ninety-six,exactly ninety-six,0.0022523936942155454,9.012321063720235e-05,-2.6473556971768937,-4.045163344942181,-0.8059126309978568,-0.5932874155333441,,0,0,0,1,1,5,1,0,0,0,1.9822712330395684
0,1,en_arabic_numerals,,2002.1826722750477,,,,,,,,1.0,1.0,0.0,0.0,3.3015036984888937,,1,0,0,0,0,0,0,0,0,0,0,0.0
1,2,en_arabic_numerals,,1323.3364180789567,,,,,,,,1.0,1.0,0.0,0.0,3.1216702644009646,,2,0,0,0,0,1,1,0,0,0,0,0.3010299956639812
2,3,en_arabic_numerals,,988.6780787971528,,,,,,,,1.0,1.0,0.0,0.0,2.995054904983516,,3,0,0,0,1,0,0,1,0,0,0,0.47712125471966244
3,4,en_arabic_numerals,,739.0371174551547,,,,,,,,1.0,1.0,0.0,0.0,2.8686662509809495,,4,0,0,0,0,1,2,0,0,0,0,0.6020599913279624
4,5,en_arabic_numerals,,683.3661498282762,,,,,,,,1.0,1.0,0.0,0.0,2.8346534624538373,,5,0,0,1,0,0,0,0,1,0,0,0.6989700043360189
5,6,en_arabic_numerals,,520.399109661287,,,,,,,,1.0,1.0,0.0,0.0,2.716336544865873,,6,0,0,0,1,1,1,1,0,0,0,0.7781512503836436
6,7,en_arabic_numerals,,410.8888559344718,,,,,,,,1.0,1.0,0.0,0.0,2.613724362552218,,7,0,1,0,0,0,0,0,0,1,0,0.8450980400142568
7,8,en_arabic_numerals,,413.0469917036666,,,,,,,,1.0,1.0,0.0,0.0,2.6159994634642634,,8,0,0,0,0,1,3,0,0,0,0,0.9030899869919435
8,9,en_arabic_numerals,,312.3805919826469,,,,,,,,1.0,1.0,0.0,0.0,2.49468404358979,,9,0,0,0,1,0,0,2,0,0,0,0.9542425094393249
9,10,en_arabic_numerals,,509.74318896895096,,,,,,,,1.0,1.0,0.0,0.0,2.707351431580217,,10,1,0,1,0,1,1,0,1,0,1,1.0
10,11,en_arabic_numerals,,242.41702768075115,,,,,,,,1.0,1.0,0.0,0.0,2.384563121963166,,11,0,0,0,0,0,0,0,0,0,0,1.0413926851582251
11,12,en_arabic_numerals,,314.8933134142164,,,,,,,,1.0,1.0,0.0,0.0,2.4981634387307317,,12,0,0,0,1,1,2,1,0,0,0,1.0791812460476249
